SA2_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
801071089,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,19,3,34,0,0
801071090,39,349,274,2297,58,3018,0,4,0,22,0,29,128,10,12,13,0,158,43,0,0,7,0,54,66,23,16,34,7,142,553,292,207,1756,42,2851,22,0,3,0,0,21,30,6,0,7,0,42,77,28,27,214,0,348,53,6,5,33,4,105,26,0,0,11,0,39,91,6,0,0,3,101,122,73,51,863,17,1129,123,29,16,86,5,264,21,0,6,5,0,28,23,5,0,0,0,32,14,0,4,0,0,23,11,7,6,5,0,26,21,7,4,5,0,36,40,15,18,5,0,74,46,11,0,19,0,80,23,6,0,8,0,33,7,0,0,0,0,7,151,91,82,529,14,854,20,6,0,4,0,28,3,6,0,0,0,15,49,3,3,15,0,76,19,0,4,0,0,25,24,0,0,0,5,27,7,5,9,32,3,53,465,84,81,59,16,707,29,4,11,63,189,293,1976,624,483,4383,319,7788,42,302
801071132,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0
801081091,20,133,112,833,9,1103,0,0,0,9,0,3,52,0,3,6,0,69,23,0,3,3,0,31,21,9,0,12,0,43,220,89,70,623,24,1016,8,0,0,0,0,8,6,0,4,4,0,17,47,8,12,67,5,141,32,3,0,20,0,54,8,5,0,0,0,19,17,0,0,0,7,18,41,19,22,327,4,423,64,14,0,50,0,133,4,0,0,0,0,5,5,0,6,4,0,8,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,8,15,5,0,0,0,23,9,3,0,9,0,22,7,0,0,0,0,5,0,0,0,0,0,0,56,25,16,208,5,309,0,0,0,0,0,0,8,0,6,0,0,8,6,0,4,0,0,19,6,0,0,5,0,15,10,0,4,0,4,18,9,0,5,10,0,23,125,22,20,33,0,205,10,7,3,24,32,75,687,225,166,1575,69,2722,22,121
801081092,21,180,168,1093,12,1471,0,0,0,7,0,7,19,3,8,13,0,39,24,6,0,13,0,42,24,9,14,11,0,55,221,118,106,650,26,1121,10,0,6,0,0,22,4,0,7,12,0,22,55,13,15,80,0,168,14,0,3,5,0,18,15,3,0,0,0,15,34,0,6,0,0,36,47,30,21,362,9,475,50,11,10,40,0,109,3,0,0,0,0,3,0,0,0,3,0,7,0,4,0,3,0,8,4,0,0,0,0,14,4,8,0,0,0,19,14,15,5,0,0,29,27,3,0,7,0,47,9,3,0,0,0,19,0,0,0,0,0,0,70,39,26,205,5,344,14,4,0,0,0,19,8,0,0,0,0,8,15,4,0,3,5,27,3,3,5,0,0,8,0,0,0,0,0,0,7,3,0,14,0,25,149,23,32,44,3,251,17,0,4,27,82,133,735,286,245,1844,135,3242,19,149
801081093,11,124,110,867,13,1125,0,0,0,6,0,6,51,3,8,11,0,75,25,3,0,3,0,33,28,12,10,15,0,68,217,117,74,720,24,1156,0,0,0,0,0,3,6,4,0,8,0,17,54,11,8,78,0,149,27,3,9,6,4,43,14,5,0,0,0,13,36,0,0,0,0,38,45,31,26,366,9,472,40,15,4,20,4,85,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,5,0,10,3,5,0,0,0,13,9,9,10,0,0,22,17,3,0,3,0,30,4,0,0,4,0,6,0,3,0,0,0,5,57,38,21,220,8,347,5,0,0,3,0,8,12,0,0,0,5,10,11,0,0,4,0,14,3,0,0,0,0,3,9,0,0,0,0,9,9,0,0,9,0,17,195,30,28,33,11,293,20,0,0,26,46,95,808,237,183,1689,102,3015,28,119
801081094,13,125,104,804,11,1066,0,0,0,5,0,10,54,4,4,6,0,67,15,3,0,7,0,18,25,8,9,11,3,58,215,106,76,589,19,1010,8,0,5,0,0,15,12,0,5,19,0,38,24,10,4,65,0,102,4,0,0,0,0,4,17,3,0,0,0,21,28,0,3,0,0,37,49,32,16,340,4,434,41,16,4,10,0,71,3,0,0,0,0,10,0,0,0,5,0,9,5,0,0,4,0,9,19,9,3,3,0,37,0,0,0,0,0,0,17,6,3,0,0,26,17,3,0,6,0,35,9,0,0,0,0,13,0,0,0,0,0,0,60,24,17,200,6,312,8,0,0,0,0,6,5,0,0,0,0,7,12,0,0,3,0,17,11,0,0,0,0,12,8,0,0,0,0,8,5,0,0,6,0,12,175,32,17,33,4,257,5,3,3,14,53,75,724,235,168,1491,88,2711,24,117
801081095,16,116,111,923,15,1184,0,0,0,15,0,16,39,5,8,12,3,66,37,0,0,5,0,47,38,9,11,12,0,72,237,119,93,659,16,1124,21,0,8,0,0,31,17,0,0,6,0,33,55,20,3,80,0,166,20,0,0,7,3,34,0,0,0,0,0,7,14,0,0,0,0,12,56,43,22,337,0,460,36,12,5,24,0,79,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,4,0,5,0,11,3,3,0,0,0,6,21,0,0,0,4,36,19,5,0,9,0,29,4,0,0,9,0,13,0,0,0,0,0,0,55,40,32,235,5,361,15,0,0,5,0,21,15,5,0,0,0,16,10,0,0,0,0,11,18,0,0,0,4,18,7,0,0,0,0,7,8,6,3,14,0,28,176,24,25,19,6,253,14,0,0,39,108,161,811,247,196,1702,161,3116,9,170
801081096,13,93,82,646,10,837,0,0,0,0,0,0,70,4,0,3,0,79,27,0,3,0,0,35,10,3,0,5,0,23,134,77,56,366,4,633,6,0,0,0,0,6,6,4,4,3,0,19,18,8,8,37,0,76,9,3,0,6,0,17,12,0,0,0,0,12,33,6,0,0,0,35,36,18,10,176,0,239,54,8,10,10,0,88,7,0,0,0,0,7,0,0,0,0,0,3,7,0,0,0,0,7,4,0,0,6,0,7,5,0,0,0,0,5,6,0,0,0,0,7,21,0,4,4,0,29,6,0,0,0,0,9,0,0,0,0,0,0,41,21,15,126,0,203,0,3,0,0,0,3,0,0,0,0,0,0,12,4,0,3,0,17,12,0,0,0,0,14,7,0,0,6,0,15,6,7,0,11,0,22,187,17,10,18,0,236,12,6,6,28,29,76,699,167,128,1054,43,2085,15,83
801081097,16,138,83,733,16,982,0,0,0,8,0,8,37,0,4,12,0,54,23,0,3,4,0,30,27,10,4,16,5,60,180,95,61,579,14,936,11,0,4,0,0,16,0,6,0,3,0,15,35,13,8,64,0,113,16,0,3,4,0,24,4,6,0,3,0,10,30,3,0,0,0,35,33,23,18,286,9,367,38,9,4,40,6,88,9,0,0,0,0,9,5,0,0,0,0,9,7,0,0,0,0,3,0,6,0,3,0,12,7,0,0,0,0,9,11,6,5,0,0,18,18,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,43,30,30,186,0,280,7,0,0,0,0,7,7,3,0,0,0,10,5,4,0,3,0,16,9,0,0,0,0,9,9,5,0,0,0,10,5,4,3,13,0,28,188,46,23,24,0,281,20,0,0,42,103,160,675,223,145,1410,141,2596,21,126
801081098,23,152,122,959,13,1270,0,0,0,8,0,8,60,0,3,8,0,78,16,0,0,4,0,24,32,17,6,16,0,72,208,111,94,657,16,1078,11,0,5,0,0,16,14,3,3,5,0,30,60,16,13,79,0,167,20,3,0,6,0,25,10,4,4,3,0,16,28,0,4,0,0,35,37,39,18,358,4,459,50,16,6,50,0,112,0,0,0,0,0,0,0,0,0,9,0,12,3,0,0,0,0,6,0,3,0,0,0,10,10,0,0,0,0,10,18,5,4,0,0,22,26,9,0,5,0,43,4,4,0,0,0,6,0,0,0,0,0,0,73,44,33,234,3,386,10,4,0,0,0,14,13,0,0,0,0,12,14,0,0,3,0,19,6,0,0,0,0,7,13,0,0,0,0,14,12,3,0,26,0,44,183,32,19,37,0,275,14,3,3,29,208,255,824,261,200,1725,242,3254,17,148
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0
801091099,14,118,66,630,7,834,0,0,0,8,0,8,76,6,6,8,0,94,15,0,0,5,0,22,17,0,0,13,0,34,145,99,68,474,15,804,27,0,4,0,0,21,8,0,0,12,0,25,33,13,8,53,0,102,20,0,3,8,0,37,7,0,0,4,0,18,122,0,0,0,0,123,27,19,20,251,4,319,33,14,0,32,4,82,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,8,0,16,26,0,0,0,0,26,7,0,0,0,0,11,0,0,0,0,0,8,43,33,19,125,5,217,12,0,0,0,0,15,0,0,0,0,0,4,8,0,0,0,0,12,17,0,0,0,0,22,23,0,0,0,0,23,8,5,0,13,0,23,241,29,26,23,5,320,19,0,5,16,64,101,865,206,139,1186,91,2490,26,90
801091100,45,218,200,1538,31,2027,0,0,0,6,0,5,64,8,10,13,0,91,36,0,0,15,0,57,38,14,12,24,0,92,400,185,147,1146,28,1901,12,0,0,0,0,12,25,4,0,20,0,53,83,22,10,118,0,242,35,5,0,28,0,76,18,0,3,4,0,23,76,3,10,0,0,88,99,62,35,619,4,814,75,20,10,67,0,172,12,0,5,0,0,16,5,5,0,7,0,10,14,0,0,0,0,14,5,0,0,0,0,5,0,0,4,0,0,8,22,13,11,0,0,52,25,3,9,6,0,45,12,3,4,5,0,19,7,0,0,3,0,9,125,62,35,414,11,650,9,0,0,0,0,11,3,3,6,0,0,9,14,7,0,7,0,24,25,0,0,0,0,28,14,0,8,0,0,19,18,9,0,14,0,43,300,46,49,49,15,457,24,4,0,34,124,185,1368,409,332,2877,195,5174,23,226
801091101,18,190,122,877,18,1227,0,0,0,8,0,3,92,5,10,3,0,115,11,0,3,0,0,16,23,15,0,27,0,67,264,158,94,674,28,1227,22,0,0,3,0,28,12,0,0,7,0,26,50,13,11,60,0,132,30,0,0,7,0,50,12,3,0,0,0,14,48,0,0,0,0,51,56,49,30,353,10,498,58,11,8,47,5,125,11,0,0,0,0,11,14,5,0,0,0,24,0,0,0,5,0,5,11,0,0,3,0,17,9,0,0,0,0,10,20,3,4,3,0,32,22,3,4,5,0,33,12,0,0,4,0,14,0,0,0,0,0,0,62,25,35,262,0,377,19,6,0,0,0,30,3,0,0,0,0,4,14,8,0,0,0,19,18,0,0,0,0,18,13,0,0,0,0,13,12,12,3,12,0,35,238,28,27,25,3,327,23,5,11,22,62,120,1017,319,215,1695,118,3362,25,159
801091102,16,127,120,758,13,1038,0,0,0,6,0,6,147,4,4,10,0,159,14,4,0,0,0,24,20,10,5,10,0,40,238,120,76,571,20,1025,45,0,0,0,0,50,6,3,0,6,0,17,45,9,12,77,0,144,34,9,0,19,0,65,9,0,0,4,0,14,100,0,0,0,0,107,54,36,22,302,9,426,38,15,9,35,0,97,17,0,0,0,0,19,0,0,0,0,0,5,7,0,0,7,0,13,6,0,0,4,0,10,3,0,0,0,0,5,34,6,10,5,0,47,26,0,0,3,0,33,18,0,4,0,0,28,3,0,0,0,0,3,65,29,23,162,3,276,20,0,0,3,0,25,15,0,0,0,0,16,8,0,0,0,0,13,26,0,0,0,0,25,15,0,0,0,0,14,9,0,4,13,0,24,347,37,14,33,7,438,22,0,3,29,61,122,1211,242,184,1454,108,3203,24,127
801091103,23,130,100,827,4,1092,0,0,0,0,0,0,43,0,6,7,4,57,17,0,0,0,0,18,19,7,5,14,0,48,241,110,88,563,15,1018,26,0,0,0,0,26,8,0,3,11,0,26,35,11,0,57,0,97,11,0,0,12,0,30,13,3,5,3,0,21,42,0,0,0,3,43,40,26,22,320,5,412,31,4,3,30,0,65,19,6,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,10,0,0,0,0,0,3,19,3,0,3,3,29,20,4,0,11,0,33,8,0,0,0,0,14,0,5,0,0,0,3,70,22,22,214,0,334,17,0,5,0,0,23,6,0,0,0,0,4,4,0,0,0,0,4,15,4,0,0,0,19,18,0,0,0,0,17,10,0,0,15,0,38,211,25,13,42,0,298,12,0,3,22,167,209,845,229,166,1505,206,2949,21,125
801091104,16,60,66,464,3,617,0,0,0,0,0,0,141,5,9,3,3,161,21,0,0,14,0,36,24,0,0,0,0,31,163,66,42,390,13,674,23,0,0,0,0,24,5,0,0,0,0,8,36,10,4,52,0,104,34,0,0,10,0,43,12,0,0,0,0,12,98,0,3,0,0,104,25,21,16,203,0,267,50,15,4,34,0,107,11,0,0,0,0,6,3,0,0,0,0,6,6,0,0,0,0,9,9,0,0,5,0,17,3,0,4,0,0,6,15,0,4,0,0,20,29,0,6,11,0,46,14,4,0,0,0,12,0,0,0,0,0,0,38,19,12,148,0,214,0,0,0,0,0,3,0,0,0,0,0,0,5,4,0,0,0,17,30,0,0,0,0,30,24,0,6,0,0,28,7,0,0,8,0,18,328,19,18,20,4,385,6,3,4,12,53,73,1056,146,117,956,72,2352,23,81
801091105,6,112,82,599,16,815,0,0,0,11,0,16,97,0,4,6,0,109,4,3,0,3,0,15,10,9,8,7,0,38,188,89,75,502,17,864,23,0,0,0,0,21,9,0,0,12,0,25,56,13,10,66,4,153,14,4,0,5,0,30,6,0,0,0,0,10,124,0,0,0,6,135,42,25,24,238,7,339,36,5,4,21,4,73,12,3,0,0,5,19,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,7,0,8,0,0,0,13,26,5,0,6,0,32,5,0,0,3,0,15,18,4,0,0,0,17,51,22,16,168,10,269,10,0,0,0,0,13,15,0,6,0,0,21,27,0,0,0,0,28,15,0,0,0,0,15,21,0,3,0,0,30,3,3,0,5,0,15,268,38,27,28,9,374,22,0,4,11,121,154,1001,210,149,1188,178,2732,18,99
801091106,14,123,89,659,12,898,0,0,0,4,0,4,87,6,8,3,7,104,23,0,0,3,0,33,24,5,0,10,0,49,204,97,84,569,11,958,42,0,3,0,0,46,11,0,0,7,0,19,41,9,3,79,0,137,18,4,0,14,0,41,5,0,0,0,0,14,109,5,0,0,3,115,42,27,12,275,0,365,37,31,3,33,0,103,12,0,0,0,0,12,3,3,6,0,0,11,8,0,0,0,0,8,6,0,0,3,0,9,3,0,0,0,0,6,3,6,9,0,0,20,16,0,0,6,0,26,16,3,0,3,0,17,0,0,0,0,0,0,71,24,21,177,3,295,21,5,0,0,0,27,11,0,0,0,0,8,17,0,0,3,0,21,7,0,0,0,0,7,10,0,0,0,0,10,12,0,3,12,0,27,334,30,20,17,11,416,23,0,0,19,97,137,1074,211,164,1331,141,2920,25,113
801091107,8,24,18,107,0,156,0,0,0,0,0,0,73,0,0,0,0,75,25,0,0,4,0,30,8,0,0,4,0,14,59,13,12,90,0,180,0,0,0,0,0,6,0,0,0,0,0,3,7,0,4,5,0,20,40,5,5,14,0,58,6,3,0,0,0,5,43,0,4,0,0,47,11,3,0,49,0,65,59,11,3,18,0,87,0,0,4,0,0,4,0,0,0,0,0,0,13,0,0,3,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,15,3,0,0,0,0,4,0,3,0,0,0,5,12,5,4,35,0,55,0,0,0,0,0,6,7,0,0,0,0,7,5,9,0,7,0,20,8,0,0,0,0,8,18,0,0,0,0,18,0,0,0,0,0,0,117,0,3,11,0,139,10,0,0,7,4,21,503,58,34,261,12,867,7,17
801091108,24,92,101,709,3,929,0,0,0,4,0,4,47,0,4,0,0,60,9,0,0,0,0,21,14,7,3,9,0,40,173,102,73,532,7,889,17,0,0,0,0,17,8,0,4,6,0,19,24,13,8,64,3,114,22,5,0,10,0,41,8,0,0,0,0,13,66,4,5,0,0,75,30,20,26,314,4,391,50,15,6,39,0,111,6,0,0,0,0,6,6,5,0,0,0,11,15,0,0,0,0,16,9,0,0,3,0,13,3,0,0,0,3,9,4,5,6,0,0,19,9,0,3,3,0,20,5,0,0,5,0,7,0,0,0,0,3,0,60,29,15,181,4,295,12,0,0,4,0,17,4,0,0,0,0,0,8,0,0,0,0,13,10,0,0,0,0,10,4,0,3,0,0,8,3,0,0,8,0,14,173,24,32,23,3,253,9,4,0,10,68,94,736,199,166,1347,102,2541,20,91
801091109,10,78,34,367,3,492,0,0,0,10,0,8,106,0,3,4,0,111,11,0,0,3,0,13,19,3,0,9,3,33,143,63,35,325,3,570,59,0,0,0,0,58,8,0,0,3,0,14,26,6,0,42,0,85,9,6,0,7,0,22,9,3,0,4,0,14,234,5,0,0,6,245,24,21,8,194,0,250,17,9,3,20,0,45,15,0,0,0,0,15,4,5,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,8,5,0,0,0,0,5,8,4,3,0,0,12,21,0,0,0,0,24,4,0,0,0,0,4,0,0,0,0,0,0,43,29,13,139,0,223,6,4,0,0,0,12,6,0,0,0,0,3,5,0,0,3,0,10,24,0,0,0,0,22,6,0,0,0,0,6,3,0,3,6,0,13,238,16,14,23,3,289,16,0,0,8,84,118,957,144,80,794,107,2078,24,78
801091110,15,116,79,655,28,895,0,4,0,0,0,6,73,6,10,0,0,85,14,0,0,8,0,15,14,11,0,16,0,34,132,72,61,419,22,703,19,0,3,0,0,23,4,0,0,3,0,8,27,14,3,53,3,92,35,10,0,0,0,54,0,0,0,0,0,6,32,0,0,3,0,32,34,28,17,241,11,330,60,11,7,35,0,112,11,0,0,0,0,15,4,0,0,4,0,7,4,0,0,0,0,5,9,0,0,9,0,13,5,0,0,0,0,5,6,8,0,0,0,11,15,0,4,7,0,28,15,0,0,0,0,18,0,0,0,0,0,0,42,14,8,136,0,207,11,0,0,6,0,10,3,4,0,0,0,6,15,3,0,8,0,28,15,0,3,0,0,17,10,0,0,0,0,10,8,0,0,5,0,14,145,14,23,36,3,224,11,4,3,15,57,85,659,189,139,1194,99,2283,25,86
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,59
