SA2_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
801051057,23,23,43,34,38,23,9,3,3,194,38,58,68,54,74,71,45,27,37,475,0,0,0,0,0,0,0,0,0,0,3,4,17,9,6,9,0,0,0,48,0,0,0,0,0,0,0,0,0,0,80,133,136,81,111,124,76,69,39,845,0,0,0,0,0,0,0,0,0,0,11,13,8,21,15,17,18,12,3,111,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,5,4,5,8,8,3,0,39,0,0,0,0,0,0,0,0,0,0,8,6,6,3,3,0,0,0,0,22,0,6,6,3,0,9,3,0,0,20,8,5,9,7,8,9,0,14,14,72,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,17,24,12,17,31,17,9,18,9,155,9,12,10,5,7,12,13,0,0,67,0,0,0,0,0,5,3,0,0,9
801051058,20,18,45,41,29,11,0,0,0,167,76,57,50,91,66,66,48,44,20,520,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,158,115,125,136,139,67,58,71,41,918,0,0,0,0,0,0,0,0,0,0,18,3,17,19,9,0,3,11,0,86,0,0,0,0,3,0,0,4,0,8,0,0,4,0,0,0,0,0,0,3,10,0,3,6,8,8,3,10,7,67,0,0,0,0,0,0,0,0,0,7,0,6,0,0,5,0,0,0,0,14,0,3,4,0,0,5,0,0,0,15,4,9,6,11,10,14,7,9,0,74,0,0,0,6,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,14,13,22,17,19,22,9,9,9,137,26,12,15,14,20,8,3,6,0,99,5,0,0,0,0,0,4,0,0,18
801051060,7,18,28,21,13,13,3,0,0,104,15,55,96,37,44,48,20,13,3,334,0,0,0,0,0,0,0,0,0,0,8,5,10,9,8,0,4,0,4,39,0,0,0,0,0,0,0,0,0,0,45,103,219,84,76,60,38,21,13,658,0,0,0,0,0,0,0,0,0,0,4,6,14,16,8,4,9,4,0,68,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,0,5,6,0,4,0,3,22,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,23,0,4,15,0,6,0,0,0,0,23,3,6,9,14,9,5,4,4,0,54,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,16,9,8,34,19,10,7,3,8,6,89,6,15,15,3,15,7,0,0,0,59,0,0,4,0,0,0,4,0,0,7
801051061,19,22,43,29,21,17,0,0,0,159,83,57,101,86,74,41,64,44,13,559,0,0,0,0,0,0,0,0,0,0,9,10,15,5,6,7,3,0,0,58,0,0,0,0,0,0,0,0,0,0,188,140,207,171,142,75,99,69,17,1112,0,0,0,0,0,0,3,0,0,4,11,18,11,14,3,11,7,9,0,85,0,0,4,0,0,0,0,4,0,12,0,0,0,0,0,0,0,6,0,3,3,0,4,0,7,9,0,3,0,36,0,0,8,0,0,0,0,0,0,7,13,3,0,9,0,0,0,0,0,28,17,6,14,17,4,4,3,0,0,64,13,9,15,22,18,13,6,15,4,112,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,4,0,0,0,14,28,23,26,25,31,20,17,9,8,190,21,10,20,12,15,9,7,0,0,97,0,0,0,0,0,0,0,0,0,6
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,0,7,7,12,6,14,0,0,0,55,64,40,28,67,94,80,48,63,30,516,0,0,0,0,0,0,0,0,0,0,4,0,7,9,6,3,0,0,0,27,0,0,0,0,0,0,0,0,0,5,164,97,73,116,112,73,55,53,34,778,0,0,0,0,0,0,0,0,0,4,17,20,0,12,18,0,4,11,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,16,4,3,6,3,21,16,4,13,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,5,16,18,9,19,16,15,11,132,9,13,7,5,9,5,5,0,4,53,0,0,0,0,0,0,0,0,0,0
801051125,0,13,7,0,0,0,0,0,0,24,30,215,61,27,3,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,39,315,47,21,4,4,0,0,0,434,0,4,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,17,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,14,0,18,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,42,17,10,0,0,0,0,0,66,5,21,9,7,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,6,6,13,9,9,6,3,0,0,51,30,23,19,23,38,39,35,13,17,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,44,41,38,59,42,13,9,4,279,0,0,0,0,0,0,0,0,0,0,4,3,3,0,10,4,3,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,6,4,4,7,4,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,6,5,7,12,0,0,3,45,0,6,4,0,10,5,3,0,0,29,0,0,0,0,3,0,0,0,0,4
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,14,0,6,11,6,9,0,0,0,46,94,61,37,75,75,94,69,67,49,626,0,0,0,0,0,0,0,0,0,0,7,9,0,5,9,4,3,0,0,30,0,6,0,0,4,0,0,0,0,12,135,80,68,76,94,68,41,41,24,629,3,0,0,0,0,0,0,0,0,3,12,11,4,11,7,6,11,9,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,19,0,0,3,0,0,0,0,0,0,6,4,3,0,0,5,0,0,0,0,11,0,0,3,0,0,0,0,0,0,4,6,5,0,6,12,17,7,18,15,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,10,5,16,10,13,17,80,8,3,0,7,3,0,0,5,0,31,0,0,0,0,0,0,4,0,0,6
801061063,4,4,4,6,8,0,0,0,0,37,23,33,20,31,44,42,36,28,8,262,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,79,46,34,51,65,66,28,13,3,384,0,0,0,0,0,0,0,0,0,0,21,8,0,14,12,0,4,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,0,3,0,0,6,5,3,10,4,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,13,15,6,0,5,56,5,3,0,0,3,5,3,0,0,20,0,0,0,0,0,0,0,0,0,0
801061064,13,8,14,16,9,9,0,0,0,58,73,69,83,63,120,91,64,40,23,626,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,13,0,0,0,0,4,0,0,0,0,6,132,129,142,119,162,117,71,54,26,953,0,0,0,0,0,3,0,0,0,5,13,10,13,12,16,6,6,7,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,5,4,3,11,5,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6,0,4,4,0,0,0,22,5,3,7,6,19,17,9,8,10,89,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,12,25,17,17,11,9,3,5,114,7,0,16,13,3,5,7,4,0,60,0,0,3,6,0,0,0,0,0,18
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,17,19,7,28,47,17,10,0,0,147,115,47,92,121,104,94,67,63,67,770,0,0,0,0,0,0,0,0,0,0,14,0,4,5,3,4,3,0,4,46,0,0,0,0,0,0,0,0,0,10,252,180,196,224,232,144,92,123,85,1524,0,0,0,0,0,0,0,0,0,0,29,13,8,18,20,15,8,10,9,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,6,12,6,9,0,6,61,0,0,0,0,0,0,0,0,0,0,10,3,6,3,0,0,0,0,0,23,0,3,8,0,3,3,0,0,0,23,4,0,10,15,19,12,12,19,22,123,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,19,16,28,28,15,27,17,10,14,181,20,6,11,16,24,7,8,0,0,105,0,0,0,0,4,0,0,0,0,11
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,10,14,9,9,16,11,0,0,4,76,119,81,32,66,91,97,63,49,53,649,0,0,0,0,0,0,0,0,0,0,14,4,0,5,12,5,4,5,9,50,0,0,0,0,0,0,4,0,0,4,165,133,64,89,131,107,52,56,40,852,0,0,0,0,0,0,0,0,0,0,36,21,15,17,25,5,3,6,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,7,3,11,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,21,9,0,5,5,15,10,5,11,10,65,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,7,14,8,3,6,19,10,12,8,3,93,23,8,6,7,10,6,0,0,0,64,0,0,0,0,0,0,0,0,0,6
801061070,3,0,3,0,9,7,3,0,4,35,71,34,24,54,78,90,85,55,29,514,0,0,0,0,0,0,0,0,0,0,3,0,0,7,11,4,6,0,0,28,0,0,0,0,0,0,0,0,0,0,128,85,48,87,125,114,75,57,12,718,0,0,0,0,0,0,0,0,0,0,14,3,12,5,10,10,0,0,0,61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,4,0,6,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,10,20,15,18,12,8,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,11,11,22,33,21,10,0,141,7,6,0,5,10,12,4,3,0,49,0,0,0,0,0,0,0,3,0,4
801061129,0,0,11,11,8,0,0,0,0,29,22,15,32,23,25,21,5,8,6,162,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,19,28,53,32,44,35,19,3,0,228,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,6,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,8,12,10,0,0,51,0,0,0,8,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,3
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
801061131,0,9,16,17,12,4,0,0,0,55,27,42,136,74,60,54,34,13,19,473,0,0,0,0,0,0,0,0,0,0,3,5,4,9,4,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,45,58,217,88,72,55,22,13,10,591,0,0,6,0,0,0,0,0,0,6,6,3,9,8,13,3,0,0,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,7,0,3,3,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,12,4,3,13,7,9,9,12,3,0,63,0,0,0,4,4,0,0,0,0,6,0,0,6,0,0,0,0,0,0,11,4,4,34,10,12,5,0,3,0,73,0,6,15,3,0,8,0,5,0,41,0,0,0,0,0,0,0,0,0,0
801071071,31,22,25,22,36,23,0,7,0,162,193,117,133,183,141,78,53,14,4,920,0,0,0,0,0,0,0,0,0,0,6,3,17,9,4,6,0,0,0,50,0,0,0,0,0,0,0,0,0,0,432,232,229,255,215,110,47,23,5,1545,0,0,0,0,0,0,0,0,0,0,11,0,13,10,10,9,0,0,0,54,0,0,3,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,12,0,17,9,3,0,4,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,20,12,13,9,13,4,0,0,0,77,25,23,15,25,36,17,9,0,0,146,0,0,0,0,0,3,0,0,0,16,0,0,4,0,0,0,0,0,0,3,12,16,29,13,30,13,3,8,0,120,30,10,15,19,9,8,0,0,0,89,0,0,0,0,6,0,0,0,0,8
801071072,28,14,21,26,38,15,9,0,0,146,87,64,68,95,101,84,35,15,6,554,0,0,0,0,0,0,0,0,0,0,14,10,15,8,9,3,9,0,4,60,0,0,0,0,0,0,0,0,0,0,241,195,127,193,167,96,56,23,3,1093,0,0,0,0,3,3,0,0,0,10,18,13,14,31,10,9,5,3,0,107,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,0,12,4,0,3,6,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,22,3,9,3,0,0,0,0,0,0,17,14,10,16,14,17,18,8,0,0,104,4,7,0,3,7,0,5,0,0,29,0,0,3,0,0,0,0,0,0,7,30,20,13,12,31,18,11,0,0,146,18,16,18,11,12,6,3,0,0,72,0,0,0,0,0,0,0,0,0,0
801071073,13,17,24,14,20,13,6,0,0,110,188,127,111,160,192,143,38,19,12,983,0,0,0,0,0,0,0,0,0,0,15,10,7,10,19,4,0,0,0,66,0,0,0,0,0,0,0,0,0,0,439,365,206,266,339,151,71,29,0,1860,0,0,0,0,0,0,0,0,0,0,11,9,12,9,11,10,9,9,0,81,5,4,4,4,12,4,0,0,0,36,3,0,3,0,0,0,0,0,0,13,6,10,4,11,13,9,0,3,0,53,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,21,11,11,12,6,4,0,0,0,57,17,8,19,18,45,26,10,6,0,144,15,7,4,8,15,0,0,6,0,50,0,0,0,0,5,0,0,0,0,5,15,22,11,32,37,34,10,0,5,157,61,20,19,25,28,18,0,5,0,182,0,0,3,0,0,0,0,0,0,3
801071074,20,13,20,10,22,9,3,4,3,104,158,129,109,139,202,134,34,20,6,936,0,0,0,0,0,0,0,0,0,0,6,4,5,0,11,9,6,0,0,41,0,0,0,0,0,0,0,0,0,6,371,329,198,203,287,172,63,23,4,1660,0,3,0,0,4,3,0,0,0,12,7,11,6,7,14,4,5,6,0,67,0,0,0,0,7,0,0,0,0,12,11,0,5,5,4,0,6,0,0,24,10,9,3,5,12,11,5,5,0,58,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,32,16,3,15,15,10,0,0,0,96,23,19,19,34,47,22,14,5,0,181,0,6,4,0,4,5,0,0,0,18,0,0,0,0,4,0,0,0,0,4,15,14,11,17,28,30,7,9,0,145,27,16,24,15,14,14,6,0,0,112,0,0,0,0,0,0,0,0,0,0
801071075,20,20,26,29,31,21,4,3,0,145,162,133,90,187,196,96,52,29,6,959,0,0,0,0,0,0,0,0,0,0,11,7,5,10,10,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,459,318,192,299,235,134,66,26,6,1728,0,0,0,0,6,0,0,0,0,0,4,11,10,9,12,5,8,0,0,50,3,0,0,4,6,4,0,0,0,11,0,0,0,0,3,0,0,0,0,7,0,0,0,4,4,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,0,0,0,13,22,10,9,16,11,3,0,0,0,83,22,30,3,23,19,26,5,5,0,136,0,6,3,5,3,0,3,0,0,18,3,0,0,3,6,0,0,0,0,15,38,19,14,28,43,20,0,5,0,171,19,23,8,15,20,9,9,0,0,105,0,0,0,0,0,0,0,0,0,6
